tmc,AMP Truck,MIDD Truck,PMP Truck,WE Truck
110+05537,26.908582,23.0743936,23.1271655,23.7976209
110+05538,26.9042399,23.0834006,23.170299,23.8330037
110+05539,26.914414,23.1334292,23.0473812,23.9427684
110+05540,26.870924,23.0988027,22.9819999,23.8830352
110+05541,26.8624783,23.1245685,22.9654234,24.0236481
110+05542,26.8894713,23.0668945,22.5775064,23.7661845
110+09220,21.4986372,21.6474971,18.0816363,20.5168644
110+10918,8.9829264,12.4531176,9.1131717,10.4614578
110+10919,8.9653465,12.4630528,9.1181397,10.4617607
110+10920,8.8465615,12.4836226,9.1639699,10.3652161
110+10921,8.8479619,12.5022924,9.1746803,10.3759957
110+15859,9.0249185,12.4332593,9.1455188,10.4081578
110+16029,9.2512564,12.5139259,9.2374143,10.7042742
110+16072,3.3492327,4.8337948,2.0958513,3.5774931
110-04120,2.4773794,2.4773794,2.4773794,2.4773794
110-04121,2.4703281,2.4703281,2.4703281,2.4703281
110-04122,2.4785285,2.4785285,2.4785285,2.4785285
110-04123,2.4730274,2.4730274,2.4730274,2.4730274
110-04124,2.4724973,2.4724973,2.4724973,2.4724973
110-04125,2.4717931,2.4717931,2.4717931,2.4717931
110-04126,2.4706651,2.4706651,2.4706651,2.4706651
110-04127,2.4720923,2.4720923,2.4720923,2.4720923
110-04128,2.4758969,2.4758969,2.4758969,2.4758969
110-04142,11.9449581,10.8993476,6.9996599,9.9908075
110-04143,11.9485561,10.9047627,7.005622,9.9959481
110-04144,11.9860253,10.8718415,7.0145619,9.9495334
110-04145,12.0143239,11.0650334,7.09332,10.2536508
110-04146,8.6579821,9.4696633,5.3988193,8.1179889
110-04147,8.6130316,9.3964699,5.3772284,8.0070961
110-04148,8.6653143,9.2403874,5.3443883,7.8194215
110-04149,8.6863748,9.1331648,5.3289952,7.6498282
110-04150,8.6863748,9.1331648,5.3289952,7.6498282
110-04151,8.6824403,9.3357455,5.3652047,7.9319581
110-04152,8.7030593,9.3201804,5.3595283,7.9779384
110-04153,8.7307163,9.2297579,5.3810041,7.8728362
110-04154,8.7766292,9.1776658,5.3525594,7.8084376
110-04156,8.83168,9.4117849,5.3352107,7.972713
110-04158,8.7720184,9.0887506,5.3004189,7.8233809
110-04162,1.9305772,1.1128172,0.9761189,1.3124684
110-04163,1.9305772,1.1128172,0.9761189,1.3124684
110-04164,1.9343199,1.096721,0.9750078,1.3233545
110-04165,1.9266095,1.0928144,0.9708548,1.3152859
110-04166,1.9125398,1.0970891,0.967244,1.291725
110-04167,1.9350073,1.0753243,0.9623848,1.3117927
110-04168,1.9221085,1.0854688,0.9549164,1.2897208
110-04169,1.9389089,1.1091749,0.9639063,1.2939845
110-04170,1.9389089,1.1091749,0.9639063,1.2939845
110-04171,1.9389089,1.1091749,0.9639063,1.2939845
110-04172,1.9563225,1.112876,0.9683077,1.2921293
110-04173,1.9666864,1.1061307,0.9640102,1.2978358
110-04174,1.9083639,1.0956149,0.9811688,1.2837619
110-04175,1.9085734,1.0956149,0.9811688,1.2838189
110-04176,1.9536686,1.0913736,0.9680484,1.3448661
110-04177,1.9474948,1.0898918,0.9677567,1.3577868
110-04178,1.9479861,1.0919866,0.9725906,1.3568322
110-04179,1.9326367,1.0603569,0.9656302,1.3450496
110-04180,1.9326367,1.0603569,0.9656302,1.3450496
110-04181,1.941531,1.0727146,0.9608037,1.3608545
110-04182,1.9810325,1.0703157,0.9952707,1.4019186
110-04183,8.2667794,11.9415993,8.2016611,9.648975
110-04184,8.3350293,11.9729975,8.1911773,9.8054457
110-04185,8.1790099,11.8877775,8.2316715,9.6473457
110-04186,8.0353142,11.895635,8.2473468,9.5364574
110-04187,8.1270459,11.8714794,8.2601816,9.6105473
110-04188,7.8608056,11.8045229,8.2051515,9.4120472
110-04189,7.9843051,11.7491544,8.1456783,9.4900775
110-04190,7.9891483,11.729911,8.1416508,9.4948004
110-04191,7.9455203,11.7692527,8.1967639,9.5131267
110-04192,7.9455203,11.7692527,8.1967639,9.5131267
110-04193,19.2354509,19.0837553,14.8625978,18.1125503
110-04603,5.3899482,6.1349139,2.7965862,4.9161176
110-04604,5.392098,6.0658118,2.7934149,4.8188567
110-04605,5.3957522,6.0481424,2.8000657,4.7510369
110-04606,5.4068225,6.1493361,2.806296,4.8844761
110-04607,5.3876389,6.1508757,2.8022844,4.8623575
110-04608,5.384802,6.1219219,2.8074259,4.8407271
110-04609,5.39258,6.1351274,2.7978166,4.8483347
110-04610,5.3940875,6.2704058,2.8044827,5.0445054
110-04611,5.3707974,6.1639915,2.7897124,4.9546508
110-04612,5.3775831,6.1568616,2.7879558,4.9283669
110-04613,5.3790372,6.1564699,2.7819929,4.9175895
110-04644,7.2715036,8.6853663,6.6390491,7.6260683
110-04645,7.2715036,8.6851788,6.6390491,7.6259986
110-04646,7.2712773,8.685316,6.6390491,7.6259684
110-04647,7.2715036,8.685316,6.6390491,7.6260496
110-04648,7.2959621,8.7144084,6.703113,7.723671
110-04670,2.4720923,2.4720923,2.4720923,2.4720923
110-04681,19.8602919,22.7866022,20.2488572,21.2922616
110-04682,19.7441536,22.8250923,20.1801038,21.2111289
110-04683,19.6902001,22.839825,20.1958481,21.2178235
110-04684,19.9461559,27.4728192,25.8576983,24.7403201
110-04685,12.3117123,9.4321104,4.1838452,8.0503181
110-04686,12.3775861,9.4665442,4.1565614,7.996793
110-04687,12.3608984,9.5179133,4.1462345,8.1733629
110-04688,12.4036316,9.4775164,4.1735148,8.0517732
110-04689,12.392528,9.4760462,4.1701344,8.0807934
110-04690,12.3528486,9.5953631,4.1093933,8.1896626
110-04691,12.3528486,9.5953631,4.1093933,8.1896626
110-04692,12.3528486,9.5953631,4.1093933,8.1896626
110-04693,12.2814118,9.980866,3.9145643,8.8090488
110-04694,12.3683833,9.8608424,4.1853326,8.8845997
110-04697,12.2482918,9.9494941,4.0282093,9.3043718
110-04698,12.2482918,9.9494941,4.0282093,9.3043718
110-04699,12.249442,9.9356979,4.0254416,9.19567
110-04700,12.2435245,9.9435378,4.0201386,9.2352225
110-04701,2.4564883,3.5919503,1.6886569,2.6361698
110-04702,2.4908788,3.593939,1.6811368,2.7035535
110-04703,2.4908788,3.593939,1.6811368,2.7035535
110-04704,2.4979924,3.5912066,1.6855523,2.7154231
110-04705,2.5217938,3.5858548,1.694218,2.7049523
110-04706,2.5206141,3.5630331,1.7012891,2.7085141
110-04707,2.5364226,3.5585844,1.7150223,2.7230695
110-04708,2.5936221,3.579222,1.705483,2.7477637
110-04709,2.5658956,3.592229,1.6988783,2.7375504
110-04727,8.4617781,9.0607152,3.4222674,7.1978637
110-04728,8.277768,9.2537315,3.421547,7.378241
110-04729,8.4368168,9.2122964,3.4194288,7.3017824
110-04730,8.4263222,8.9766815,3.4135584,7.1001851
110-04731,8.4927074,8.9444953,3.4112691,7.0935112
110-04732,8.6850346,8.9045626,3.4134333,7.0418329
110-04733,8.617954,8.7070779,3.409524,6.8845316
110-04734,8.4006077,8.7000597,3.4053331,6.8869607
110-04735,8.2910513,8.7306985,3.4038987,6.8865312
110-04736,8.402842,9.1451643,3.4284355,7.2387503
110-04738,8.402842,9.1451643,3.4284355,7.2387503
110-04739,7.9463108,9.2191897,3.4219211,7.2320742
110-04740,7.9463108,9.2191897,3.4219211,7.2320742
110-04741,7.947415,9.2714378,3.4241564,7.2464289
110-04742,7.9608571,9.2887452,3.4268197,7.2720959
110-04743,8.0209333,9.2672995,3.4271394,7.2206038
110-04769,24.1335596,23.4822265,18.6997308,22.1439313
110-04770,24.3696514,23.4149458,18.685793,22.1807269
110-04771,24.5314788,23.5809965,18.8808169,22.3999089
110-04772,24.9479234,23.5494799,18.6969421,22.4963879
110-04773,13.2120926,11.8470794,5.8662972,10.3756296
110-04774,13.186764,11.82815,5.8283087,10.3573426
110-04775,13.1691545,11.8033893,5.8296736,10.3429175
110-04776,13.2236251,11.790179,5.9165278,10.2335623
110-04777,13.1937631,11.7954045,5.9206121,10.1772374
110-04784,6.543528,8.4065291,4.7788334,6.8112925
110-04785,8.4635019,10.0379118,5.8817172,8.3850166
110-04786,8.4191134,10.029256,5.8412805,8.3463818
110-04787,8.4177865,10.0230649,5.8311513,8.3405821
110-04788,8.5948079,10.0652547,5.9459578,8.5972126
110-04789,16.2144601,15.9218386,11.0929632,14.7298121
110-04790,16.2332652,15.905023,11.0566945,14.7172286
110-04791,6.5918207,8.3993693,4.7970054,6.829078
110-04792,6.587984,8.4116824,4.796467,6.8479682
110-04793,6.5814216,8.4058664,4.7968916,6.8436815
110-04794,6.5872501,8.4130941,4.7960993,6.8482353
110-04795,6.5575778,8.4245762,4.7899973,6.8261685
110-04797,10.6010581,10.6609673,5.7276163,9.2124018
110-04798,10.5910153,10.6589905,5.7350851,9.211398
110-04799,10.5905112,10.6779503,5.7624172,9.22851
110-04800,10.5905112,10.6779503,5.7624172,9.22851
110-04801,10.2707401,10.6215267,5.775298,8.9773951
110-04802,10.2558688,10.6185948,5.7844545,8.9753542
110-04803,10.2374921,10.6428891,5.7926089,8.9837759
110-04804,10.2425824,10.6597203,5.800918,8.9949292
110-04805,10.2427638,10.6597203,5.800918,8.9949746
110-04806,10.2430419,10.6595361,5.8007313,8.9949055
110-04807,10.2314831,10.6395458,5.7935008,8.9811249
110-04808,10.2368405,10.6547716,5.8038231,8.9923039
110-04809,10.2617044,10.6253677,5.7828207,9.052903
110-04810,10.2742294,10.6337428,5.7854436,9.0606283
110-04811,10.2760112,10.5725229,5.7675632,8.8614736
110-04812,10.2969531,10.5896837,5.7794669,8.8777682
110-04813,10.3006049,10.588844,5.7840961,8.8798937
110-04814,10.5982265,11.105752,5.6558156,9.1230785
110-04815,10.6131802,11.1038502,5.6627451,9.1283176
110-04816,10.6028379,11.102827,5.6625013,9.125277
110-04817,10.5873079,11.1184132,5.6072999,9.0901936
110-04818,10.7044167,11.278866,5.8147964,9.5228774
110-04819,6.5936825,8.3901816,4.7966454,6.82565
110-04820,6.5973186,8.3920994,4.7972127,6.827671
110-04822,4.2648323,4.551589,2.7986446,3.9960696
110-04823,4.2648323,4.551589,2.7986446,3.9960696
110-04824,4.4545594,4.512724,2.8037827,3.9784989
110-04826,18.8370165,16.4043102,8.4106099,14.0143257
110-04827,18.8402238,16.4187914,8.419518,14.0244209
110-04846,2.9966594,3.2032511,1.2520643,2.4222733
110-04847,3.0162819,3.2161122,1.2449866,2.4100932
110-04848,3.0162819,3.2161122,1.2449866,2.4100932
110-04849,3.0528155,3.2409805,1.2558597,2.5114947
110-04850,3.0528155,3.2409805,1.2558597,2.5114947
110-04851,3.0504456,3.2427823,1.2561593,2.5115799
110-04854,10.718428,11.4414788,4.6550044,9.2384169
110-04855,10.5318604,11.3373193,4.6853059,9.1490139
110-04858,3.9677763,4.4393676,1.9100436,3.5847862
110-04859,3.9301928,4.4135787,1.9641558,3.496565
110-04860,3.9301928,4.4135787,1.9641558,3.496565
110-04861,3.9301928,4.4135787,1.9641558,3.496565
110-04862,4.0569239,4.5665355,1.9828942,3.7192147
110-04863,4.0996684,4.8153677,2.772301,3.9928089
110-04864,4.1063912,4.8140929,2.758944,4.0219441
110-04865,4.1063912,4.8140929,2.758944,4.0219441
110-04866,4.1132052,4.8866163,2.750569,4.1053352
110-04867,4.1381096,4.7817944,2.7808204,4.0251196
110-04868,4.1672442,4.8354575,2.7634468,4.0830469
110-04869,4.1672442,4.8354575,2.7634468,4.0830469
110-04870,4.06165,4.7221523,2.7499416,3.9876303
110-04871,4.0550137,4.7589078,2.7446441,3.9964369
110-04872,4.4680309,5.1067869,2.2705203,4.1268008
110-04873,4.4275126,5.0788887,2.2702759,4.0942641
110-04874,4.4272327,5.0790417,2.2702759,4.0942292
110-04875,4.4313952,5.1272669,2.2723726,4.1281774
110-04876,4.4313952,5.1272669,2.2723726,4.1281774
110-04877,4.4313952,5.1272669,2.2723726,4.1281774
110-04878,4.5152001,5.2396051,2.2752361,4.2494421
110-04879,4.4526644,5.0377398,2.267853,4.0933475
110-04880,4.5171116,5.1172225,2.2813375,4.2065514
110-04881,4.5057978,5.1046449,2.2786255,4.1689948
110-04882,4.5057978,5.1046449,2.2786255,4.1689948
110-04883,4.3918466,5.1371373,2.2719215,4.1220549
110-04884,4.4246885,5.1017639,2.2641793,4.0624841
110-04885,4.4601309,5.1040607,2.2644893,4.0681398
110-04886,4.5686268,5.1142727,2.268784,4.0915984
110-04887,4.399006,5.0571601,2.264938,4.0436298
110-04888,4.4657665,5.0598741,2.2639811,4.0492378
110-04889,12.8393109,12.3792586,6.4918062,10.809057
110-04890,12.8847204,12.4956449,6.5640388,11.1847946
110-04891,12.9127261,12.5752567,6.5668936,11.1388006
110-04892,12.8795617,12.450909,6.4052972,10.956319
110-04893,12.8935099,12.542866,6.3907047,11.0344669
110-04894,12.9703309,12.6526658,6.3852962,11.1331475
110-04895,12.8604422,12.4657762,6.3826273,10.9407469
110-04896,12.910229,12.4813101,6.353235,10.9367714
110-04897,12.9955936,12.4657643,6.3421171,10.8678903
110-04898,13.0032446,12.4401905,6.329911,10.8553887
110-04899,15.6841981,11.3654017,5.6010227,10.6964664
110-04900,15.6801878,11.3427297,5.6133732,10.618059
110-04901,15.6829344,11.3440986,5.6163089,10.6078799
110-04902,15.6981766,11.1359949,5.6107087,10.1291815
110-04903,6.8143702,5.8674037,1.8947481,4.622177
110-04904,6.8009487,5.8705012,1.9029392,4.6534958
110-04905,6.7628562,5.9178149,1.9082029,4.7342843
110-04906,6.7598551,5.9241166,1.9106755,4.737069
110-04907,6.7891606,5.9068795,1.9139928,4.7352687
110-04910,8.5464974,7.5443385,2.4639103,5.8198176
110-04911,8.5243084,7.3528384,2.4657963,5.5321436
110-04912,8.5250618,7.3786186,2.4776851,5.6454481
110-04913,8.5071893,7.4163581,2.4614277,5.5989746
110-04914,8.6427004,7.6476229,2.4085269,5.8748812
110-04925,16.6974023,15.3034941,12.1130911,14.6504964
110-04926,16.6618092,15.361851,12.214985,14.6699826
110-04943,2.7496318,4.6065382,2.0206878,3.2646306
110-04944,2.761197,4.6050993,2.0282547,3.2732392
110-04945,2.7564707,4.6032499,2.0279412,3.2710241
110-04946,2.7564707,4.6032499,2.0279412,3.2710241
110-04947,2.7160621,4.6186913,2.0080295,3.2233885
110-04948,2.7077415,4.6191521,2.0036396,3.2158202
110-04949,2.6927401,4.6155488,1.999444,3.1913491
110-04950,2.6867507,4.6399862,1.9834779,3.1693688
110-04951,2.6760215,4.6139282,1.9851926,3.1513482
110-04953,13.1035717,11.7730495,5.9203217,9.997603
110-04954,6.8992292,8.8743252,3.4935086,6.4833493
110-04955,6.898583,8.8856418,3.4981258,6.4894346
110-04956,6.7054471,8.8615321,3.4736347,6.2725966
110-04957,6.7886425,8.8408104,3.480053,6.2454809
110-04958,6.7966803,8.894438,3.4751563,6.3981687
110-05007,23.7976338,24.260729,21.8473415,23.4763856
110-05008,23.7976338,24.260729,21.8473415,23.4763856
110-05009,19.1086978,20.9267612,17.3493634,19.4159321
110-05010,16.7847239,19.4138575,15.7339078,17.6261955
110-05011,16.7785881,19.4068613,15.6731301,17.6051605
110-05012,17.2987762,19.5571522,15.9578067,17.9640167
110-05017,16.9916033,19.3576521,15.6836219,17.5548881
110-05018,16.9183969,19.383661,15.6887031,17.5358989
110-05019,16.8451032,19.4206793,15.8113868,17.5928999
110-05020,16.7789608,19.4377415,15.6215098,17.4769676
110-05021,16.6110696,19.4047579,15.5352789,17.3587193
110-05022,16.6110696,19.4047579,15.5352789,17.3587193
110-05353,32.4282036,27.7829096,30.8546195,29.799586
110-05354,32.5359536,27.8045072,30.8619854,29.8765232
110-05355,32.5334197,27.7634887,30.8831545,29.8572899
110-05356,22.4727444,23.372926,22.9433185,23.02972
110-05357,22.5490252,23.3730378,22.9061999,23.0422123
110-05358,22.5306233,23.3593065,22.9522082,23.0448971
110-05359,22.4649762,23.358002,22.9839828,23.0347281
110-05360,22.4392258,23.3606645,23.0328633,23.0403069
110-05361,22.3970753,23.3535989,22.9274851,22.9865846
110-05362,22.3931315,23.3325889,22.8993629,22.968107
110-05363,22.4799893,23.3232679,22.7976284,22.9628919
110-05364,22.6105777,23.3159585,22.9195363,23.0437103
110-05365,22.6185484,23.3100461,22.9369827,23.0476446
110-05366,22.6075986,23.3036731,22.9508289,23.0462399
110-05367,22.5779644,23.3157784,22.8878576,23.0240387
110-05368,19.9895394,22.7092451,20.1432545,21.367487
110-05369,19.9675197,22.6805659,20.0941505,21.3045551
110-05370,19.9522872,22.6790158,20.161857,21.3215312
110-05371,19.9783097,22.6404488,20.1365494,21.2958014
110-05372,19.9407721,22.6530441,20.1807726,21.2904872
110-05373,19.9171013,22.7627771,20.2350882,21.3084763
110-05374,19.8839613,22.7506424,20.1803808,21.2669612
110-05375,19.8999589,22.7587568,20.2366708,21.292406
110-05376,19.9385827,27.471138,25.7876278,24.7137718
110-05377,20.0774487,27.4777332,25.8570427,24.8952688
110-05379,16.2189106,15.8938823,11.0372612,14.703066
110-05380,16.2211688,15.8627923,11.0058331,14.6806345
110-05381,16.2545243,15.8579521,10.9999842,14.6855481
110-05382,16.8104657,15.2367783,12.0377513,14.7751848
110-05383,16.7837343,15.2573204,11.9860563,14.7095856
110-05389,16.7654688,15.2756961,12.0344313,14.6309784
110-05390,16.7647349,15.2755366,12.0342278,14.6306721
110-05391,24.3547445,24.4204986,22.2459021,23.7343463
110-05392,24.3142403,24.3653376,22.2030604,23.686002
110-05393,24.342869,24.4014133,22.20953,23.6953811
110-05394,24.3614762,24.3736319,22.22085,23.6894019
110-05395,24.3606452,24.3733484,22.2200475,23.6888428
110-05396,24.2321775,24.364872,21.9828859,23.562959
110-05397,24.1268628,24.3679736,21.97894,23.5388933
110-05398,24.2050109,24.4068442,22.0982052,23.6402728
110-05399,24.0465324,24.4958237,21.8154718,23.4843345
110-05400,23.9612368,24.4948148,21.8150734,23.464434
110-05401,23.9605167,24.494335,21.8147437,23.4639507
110-05402,23.9605167,24.494335,21.8147437,23.4639507
110-05403,23.7976338,24.260729,21.8473415,23.4763856
110-05404,23.7976338,24.260729,21.8473415,23.4763856
110-05405,17.426226,19.4968223,15.8957055,17.9470251
110-05406,37.499742,28.8950628,29.7436582,30.9491054
110-05407,37.5620877,28.8623365,29.6761218,30.9259433
110-05408,37.5113302,28.8298633,29.6558407,30.8932643
110-05409,37.436201,28.8208889,29.665017,30.7908585
110-05410,37.4429103,28.8292765,29.5832437,30.9130149
110-05411,37.4427947,28.8170418,29.641748,30.8161786
110-05412,32.2807948,27.6843074,30.7122338,29.5430133
110-05414,23.872232,18.330311,16.3791265,18.9765665
110-05415,23.904681,18.326088,16.3747401,18.9997725
110-05416,23.9383531,18.3384696,16.3802191,19.0257287
110-05417,24.1469853,18.3790109,16.4573915,19.1710482
110-05418,24.1469853,18.3790109,16.4573915,19.1710482
110-05419,24.1235762,18.3800193,16.4436305,19.1580187
110-05420,24.074387,18.3851545,16.4121304,19.151613
110-05421,24.1327223,18.4528641,16.477497,19.2360277
110-05422,24.1301878,18.3995973,16.4411487,19.191788
110-05423,10.5600893,10.6973329,5.7553815,9.3239314
110-05424,10.6037503,10.6639381,5.7281564,9.214604
110-05426,24.1993051,18.7114376,13.0562372,18.1819875
110-05427,24.1993051,18.7114376,13.0562372,18.1819875
110-05428,24.2393933,18.7324755,13.0667404,18.267943
110-05429,24.218351,18.7495734,13.0745018,18.274108
110-05430,24.2236192,18.7292232,13.0413829,18.255555
110-05431,24.2123269,18.7388352,13.0484855,18.2644693
110-05432,24.2090233,18.727026,13.0262335,18.2514584
110-05433,24.2255556,18.747016,13.0492974,18.2715968
110-05434,24.2105511,18.7499157,13.062144,18.2735321
110-05435,24.1553025,18.6808458,13.0309103,18.0440019
110-05436,24.18109,18.713625,13.0658382,18.075981
110-05437,24.1684196,18.7189935,13.0914234,18.0839573
110-05438,24.1661672,18.7823916,13.1751783,18.1398992
110-05439,18.7311362,16.5243089,8.3979496,14.1293258
110-05440,18.7231636,16.5528253,8.4238038,14.1491266
110-05442,2.7198689,4.6224091,2.0117876,3.2607646
110-05443,2.7228283,4.6161549,2.0064789,3.2552342
110-05444,2.7837929,4.6038103,2.0050098,3.3023967
110-05445,16.7844304,13.8004961,8.2922254,12.8531389
110-05446,16.7989007,13.7623905,8.2870854,12.7361474
110-05447,16.8093033,13.7296216,8.3019363,12.5942668
110-05448,16.774591,13.6727241,8.3133629,12.4570592
110-05449,16.7814982,13.6972966,8.3857515,12.494561
110-05450,16.7921841,13.5333117,8.3479786,12.0978249
110-05451,16.7696891,13.5590802,8.3331098,12.099151
110-05452,16.6224756,13.7566785,8.3138692,12.6902782
110-05453,16.6130083,13.8133798,8.335825,12.7839044
110-05454,12.216051,13.1796779,9.6835746,11.9856416
110-05455,12.1810061,13.224472,9.6833005,11.9711155
110-05456,12.1870507,13.1856476,9.6374618,11.9480565
110-05457,12.1934849,13.176715,9.6523494,11.9508002
110-05458,12.2474995,13.0327908,9.6967133,11.8672105
110-05459,12.3910695,13.0808876,9.7030182,11.9134692
110-05460,12.3003967,13.0634436,9.6871861,11.8993974
110-05462,19.2905716,19.7400601,17.3808288,18.9244951
110-05463,19.3126505,19.7342032,17.4183837,18.9374648
110-05464,19.2675671,19.7403603,17.391064,18.8986283
110-05465,19.2072421,19.7575625,17.408198,18.9155322
110-05466,18.9538487,19.1569843,16.4877459,18.3051791
110-05467,18.9580834,19.1599103,16.4640414,18.3003929
110-05468,18.9526936,19.1240522,16.418697,18.2849812
110-05469,18.9695465,19.1204355,16.4934104,18.3010975
110-05470,18.9518189,19.1068767,16.5584765,18.3211802
110-05471,18.9335538,19.081818,16.5209018,18.294059
110-05472,18.9108185,19.0986179,16.4434626,18.2673661
110-05473,18.9082234,19.0904641,16.4535305,18.2709302
110-05474,18.9338067,19.1027141,16.4530833,18.2828605
110-05475,18.9922023,19.1117015,16.5069331,18.2726269
110-05476,19.2036179,19.1135672,16.5000633,18.3632349
110-05477,19.3092081,19.0060315,16.4402206,18.2337197
110-05478,19.3106721,19.0056903,16.440832,18.2340483
110-05479,19.342749,19.0212032,16.5363571,18.2988255
110-05480,19.1825837,19.0348166,16.5100456,18.285253
110-05481,19.2411663,19.0783133,16.6478697,18.3924988
110-05482,19.2336386,19.0605738,16.6131964,18.3720151
110-05483,19.2536513,19.0684517,16.6689221,18.3836403
110-05484,19.2435341,19.0992369,16.587473,18.380837
110-05485,24.3771538,24.3498974,22.1707631,23.6851418
110-05486,24.2805758,24.4275402,22.1686298,23.7430654
110-05487,24.2803612,24.4278838,22.1685408,23.743159
110-05489,29.0250002,24.8107584,26.1930064,26.1353183
110-05490,29.0064444,24.8202313,26.2314112,26.1084893
110-05491,28.9905764,24.8135507,26.2355905,26.1030741
110-05492,28.9999742,24.8188718,26.2397817,26.0891009
110-05494,32.2136717,27.6510798,30.6500599,29.5082173
110-05495,32.1311498,27.6396244,30.6086757,29.4725186
110-05496,32.1116526,27.6324612,30.6209479,29.460439
110-05497,32.0453076,27.631157,30.6776329,29.4509132
110-05498,32.0079166,27.6323686,30.717654,29.4681442
110-05499,32.2983524,27.6677456,30.7983976,29.6090736
110-05500,32.2736384,27.7902487,30.8316122,29.7481174
110-05502,19.2354509,19.0837553,14.8625978,18.1125503
110-05503,19.598051,18.9285118,14.8912608,17.9918443
110-05504,19.7035005,18.934541,14.9134669,18.0113608
110-05506,28.9594858,22.8890681,28.1427763,25.8048828
110-05507,28.8700921,22.8629268,28.0849958,25.7554381
110-05508,28.8700921,22.8629268,28.0849958,25.7554381
110-05509,28.8699582,22.8633734,28.0832625,25.7550919
110-05510,28.9537634,23.0723437,28.5306703,25.9253625
110-05511,28.9051908,23.0810414,28.5141341,25.9134217
110-05512,28.9227337,23.0889141,28.4902209,25.9101326
110-05513,28.9053889,23.0729572,28.4782198,25.868778
110-05514,28.9194298,23.0813766,28.47441,25.9105068
110-05516,44.9820885,30.6107607,31.0074976,33.4543235
110-05517,45.0954323,30.7224133,31.1612473,33.5789651
110-05518,45.1125772,30.686031,31.1580185,33.7290887
110-05519,45.1605533,30.6807062,31.1201289,33.6614826
110-05520,45.2150886,30.6575754,31.1244112,33.7227795
110-05521,45.0749762,30.5424273,31.1600894,33.6337799
110-05528,28.3370188,25.1242415,24.57459,25.6272745
