tmc,AMP Truck,MIDD Truck,PMP Truck,WE Truck
110N10918,13.1937631,11.7954045,5.9206121,10.1772374
110N10919,13.1824571,11.7780684,5.9092849,10.0548701
110N10920,13.1473436,11.7852285,5.9057812,10.0105894
110N10921,13.131351,11.7721495,5.9061721,9.9608166
110N15859,13.2120926,11.8470794,5.8662972,10.3756296
110N16029,24.5314788,23.5809965,18.8808169,22.3999089
110N16072,4.0569239,4.5665355,1.9828942,3.7192147
110P04121,2.4700933,2.4700933,2.4700933,2.4700933
110P04122,2.4776709,2.4776709,2.4776709,2.4776709
110P04123,2.4736224,2.4736224,2.4736224,2.4736224
110P04124,2.4723909,2.4723909,2.4723909,2.4723909
110P04125,2.4720117,2.4720117,2.4720117,2.4720117
110P04126,2.4706594,2.4706594,2.4706594,2.4706594
110P04127,2.4706651,2.4706651,2.4706651,2.4706651
110P04128,2.4720923,2.4720923,2.4720923,2.4720923
110P04129,2.4720923,2.4720923,2.4720923,2.4720923
110P04130,2.4720923,2.4720923,2.4720923,2.4720923
110P04143,15.2852808,14.2449296,12.2791755,14.0482676
110P04144,7.3291976,8.7940347,6.6036017,7.7662001
110P04145,7.2651672,8.8159242,6.5898455,7.7274531
110P04146,7.3157326,8.7648105,6.5334312,7.7149394
110P04147,7.2809731,8.7415257,6.4323523,7.6355738
110P04148,7.3514266,8.7819886,6.5475834,7.7447184
110P04149,7.3422228,8.7668034,6.4969332,7.719757
110P04150,7.3422228,8.7668034,6.4969332,7.719757
110P04151,7.3298214,8.7734445,6.5655101,7.7352918
110P04152,7.2554532,8.8128513,6.5309824,7.7238987
110P04153,7.2940754,8.7934859,6.5287951,7.7073853
110P04154,7.277451,8.8350299,6.713394,7.7779347
110P04155,7.2846555,8.8101435,6.6467485,7.7539344
110P04156,7.2846555,8.8101435,6.6467485,7.7539344
110P04157,7.2846555,8.8101435,6.6467485,7.7539344
110P04163,1.5503218,1.0565393,1.5226511,1.336465
110P04164,1.5468616,1.0519132,1.4968452,1.3188534
110P04165,1.5468616,1.0519132,1.4968452,1.3188534
110P04166,1.549582,1.0514565,1.4902165,1.3165268
110P04167,1.5493912,1.0488473,1.481159,1.3081207
110P04168,1.5493912,1.0488473,1.481159,1.3081207
110P04169,1.5596159,1.0559381,1.4716204,1.3208729
110P04170,1.5596159,1.0559381,1.4716204,1.3208729
110P04171,1.5596159,1.0559381,1.4716204,1.3208729
110P04172,1.5596159,1.0561207,1.4716204,1.320951
110P04173,1.5338914,1.0643677,1.4089392,1.2911707
110P04174,1.543377,1.0659199,1.4095302,1.296751
110P04175,1.5547981,1.0456479,1.4781865,1.3189315
110P04176,1.5547981,1.0456479,1.4781865,1.3189315
110P04177,1.5583682,1.0537835,1.4684009,1.3174738
110P04178,1.5608852,1.0670281,1.4877967,1.3332716
110P04179,1.5652913,1.0773642,1.4956889,1.3309445
110P04180,1.5652913,1.0773642,1.4956889,1.3309445
110P04181,1.5621429,1.0711556,1.5404504,1.345602
110P04182,1.5621429,1.0711556,1.5404504,1.345602
110P04183,1.5627252,1.0926367,1.6004497,1.3765872
110P04184,13.5286413,10.4296331,5.0401741,8.9089659
110P04185,13.5536014,10.4480505,5.1061994,8.9287625
110P04186,13.5705056,10.4259981,5.0633413,8.9585244
110P04187,13.5705056,10.4260165,5.0633413,8.9585323
110P04188,13.5520938,10.3713147,4.9944521,8.8643576
110P04189,13.5661531,10.3759743,4.9868596,8.8659384
110P04190,13.5731031,10.5486148,4.9863092,9.0393923
110P04191,13.5743142,10.5645383,4.9704548,9.0711331
110P04192,13.5608353,10.5510627,4.9699371,9.0623622
110P04193,20.8746155,17.4113024,12.3472485,16.1914203
110P04603,5.6943416,6.3520866,3.1797003,5.2515369
110P04604,5.6667396,6.4075081,3.1796526,5.3087916
110P04605,5.6495453,6.5768962,3.1920405,5.4583183
110P04606,5.6662824,6.3851285,3.1874424,5.3522408
110P04607,5.7017867,6.377893,3.1847149,5.3083343
110P04608,5.7117741,6.4192463,3.1857164,5.3661764
110P04609,5.7069861,6.3727275,3.180512,5.2851606
110P04610,5.6785049,6.3036438,3.1808224,5.1594532
110P04611,5.6500972,6.3661082,3.1974381,5.3738495
110P04612,5.6531025,6.3827644,3.194205,5.3579704
110P04613,5.69619,6.3483588,3.1925167,5.309414
110P04645,8.7987952,9.1144389,5.2469426,7.8429962
110P04646,8.7987952,9.1144389,5.2469426,7.8429962
110P04647,8.7916665,9.1161613,5.2363135,7.7409284
110P04648,8.7935589,9.1951775,5.2470766,7.8922741
110P04670,2.4720923,2.4720923,2.4720923,2.4720923
110P04681,23.9194824,23.1125946,18.0399872,21.8582038
110P04682,23.8477303,22.9461487,18.0189711,21.5641088
110P04683,23.8591981,23.0670546,18.0657476,21.6484918
110P04684,23.8535056,23.0788618,18.1083302,21.6660079
110P04686,7.228486,11.5945106,4.1133014,8.1382701
110P04687,7.309856,11.5569906,4.1155387,8.0985717
110P04688,7.309856,11.5569906,4.1155387,8.0985717
110P04689,7.3526716,11.4890699,4.2251216,8.174088
110P04691,7.5414872,11.4251911,4.2573367,8.209098
110P04692,7.5414872,11.4251911,4.2573367,8.209098
110P04693,7.5892119,11.5320143,4.1706957,8.2714588
110P04694,7.5892119,11.5320143,4.1706957,8.2714588
110P04696,7.8088654,11.3074151,4.2561986,8.1241763
110P04697,7.8088654,11.3074151,4.2561986,8.1241763
110P04698,7.8694667,11.2971819,4.2765322,8.0726002
110P04699,7.8694667,11.2971819,4.2765322,8.0726002
110P04700,7.9540285,11.2801131,4.2847297,8.0297279
110P04701,3.0976604,2.8103696,1.0630074,2.2347395
110P04702,3.1127031,2.8842205,1.0475566,2.4004555
110P04703,3.1169423,2.869552,1.048567,2.3485531
110P04704,3.113533,2.8798651,1.0447836,2.3418888
110P04705,3.1052908,2.9100357,1.0474787,2.3865555
110P04706,3.1002348,2.9117887,1.0416765,2.3902166
110P04707,3.1251298,2.9321407,1.0325685,2.3606063
110P04708,3.1504217,2.9372257,1.0309055,2.3525753
110P04709,3.1548646,2.9031724,1.0244235,2.269083
110P04710,3.1734873,2.9242569,1.0245585,2.3236374
110P04728,8.5390769,9.0288989,3.4200989,7.039202
110P04729,8.5390769,9.0288989,3.4200989,7.039202
110P04730,8.5514238,9.1617724,3.4267122,7.3154985
110P04731,8.4428933,9.1092299,3.4183923,7.1596105
110P04732,8.3676715,9.1318499,3.4225234,7.1820057
110P04733,8.3672607,9.3116927,3.4290404,7.448002
110P04734,8.3310558,9.292632,3.4231878,7.5100573
110P04735,8.1271795,9.0758203,3.4142045,7.1991544
110P04736,7.9972206,9.2046486,3.4137144,7.2026857
110P04738,8.2641618,9.1361561,3.4251782,7.2346093
110P04739,8.2641618,9.1361561,3.4251782,7.2346093
110P04740,8.5022463,8.4469858,3.4009057,6.7514763
110P04741,8.5505143,8.5055051,3.4017224,6.7833422
110P04742,8.5505143,8.5055051,3.4017224,6.7833422
110P04743,8.5837729,8.5792387,3.4037725,6.8439746
110P04770,9.2774769,12.4664432,9.1474062,10.6630401
110P04771,9.2771553,12.5059715,9.1920774,10.6938857
110P04772,9.1545612,12.4793412,9.2349045,10.5315074
110P04773,9.0249185,12.4332593,9.1455188,10.4081578
110P04774,9.0075742,12.4239164,9.1370145,10.3969338
110P04775,9.0075742,12.4239164,9.1370145,10.3969338
110P04776,8.9969675,12.3606647,9.0443308,10.3380294
110P04784,7.3082953,7.7889297,4.689027,6.7009309
110P04785,8.4908767,9.0624433,5.7870905,7.8962193
110P04786,8.4902204,9.0579807,5.774682,7.8887451
110P04787,8.4963788,9.0417065,5.7424923,7.8695272
110P04788,8.5696841,9.0520956,5.7263532,7.8518766
110P04789,8.5401929,9.0778279,5.7118676,7.9333707
110P04790,8.6658566,9.0804407,5.730244,7.9696001
110P04791,7.2181503,7.8346043,4.7132002,6.786984
110P04792,7.2611253,7.8763571,4.7373345,6.8577468
110P04793,7.283288,7.8662363,4.711714,6.8173182
110P04794,7.3152101,7.8251187,4.7054138,6.7546174
110P04795,7.3152101,7.8251187,4.7054138,6.7546174
110P04798,8.6183611,10.0127842,6.9128114,8.7975829
110P04799,8.6183611,10.0126138,6.9128747,8.7975201
110P04800,8.598716,10.0323303,6.9235622,8.8050629
110P04801,8.4525327,10.0344005,6.929871,8.7410675
110P04803,8.4516639,9.994975,6.9206903,8.6621324
110P04804,8.4571876,10.0196176,6.974794,8.6909482
110P04805,8.4571876,10.0196176,6.974794,8.6909482
110P04806,8.3555887,10.0240975,6.9363784,8.6430223
110P04807,8.3555887,10.0239325,6.9363784,8.6429521
110P04808,8.3242771,10.0028738,6.9303741,8.6148778
110P04809,8.3012674,10.0054671,6.9515751,8.6070757
110P04810,8.2171707,9.9931823,6.9465158,8.5655307
110P04811,8.2089455,9.9974861,6.951942,8.565815
110P04812,8.166579,9.9945216,6.9458823,8.5232012
110P04813,8.1266815,10.0454377,6.9881368,8.5800435
110P04814,7.4973192,10.5948592,6.8373975,8.5399994
110P04815,7.4994741,10.6028141,6.8465574,8.5460869
110P04816,7.574808,10.5720987,6.8429727,8.5763932
110P04817,7.6599508,10.5664429,6.8671968,8.6293385
110P04818,7.2217873,7.8493738,4.7182726,6.8308769
110P04819,7.2217873,7.8493738,4.7182726,6.8308769
110P04820,7.2268561,7.8267168,4.7033933,6.7836671
110P04821,7.2249675,7.8210671,4.7064007,6.7815532
110P04823,3.889427,4.6007082,1.3233024,3.6780649
110P04824,3.889427,4.6007082,1.3233024,3.6780649
110P04827,11.9648568,15.2242397,11.1789579,13.0868264
110P04828,11.9563678,15.265526,11.1997498,13.0908825
110P04847,1.885993,3.4412566,1.4867081,2.2995134
110P04848,1.891558,3.4490933,1.4883174,2.3046958
110P04849,1.8906012,3.4504033,1.4833676,2.3018281
110P04850,1.8906012,3.4504033,1.4833676,2.3018281
110P04851,1.9367559,3.4420243,1.4715724,2.3115715
110P04852,1.9287557,3.4485768,1.4938803,2.3824327
110P04855,9.1431967,11.329114,5.8096266,9.0278825
110P04856,9.1427238,11.329114,5.8092607,9.0276315
110P04857,3.3943204,4.7719165,2.1052791,3.559267
110P04858,3.3943204,4.7719471,2.1052791,3.5592787
110P04859,3.4032524,4.8280846,2.0964955,3.6231605
110P04860,3.4032524,4.8280846,2.0964955,3.6231605
110P04861,3.3946832,4.8858846,2.0906121,3.6469544
110P04862,3.3492327,4.8337948,2.0958513,3.5774931
110P04863,4.031194,4.4029409,1.3243127,3.3824273
110P04865,4.0211265,4.4545364,1.3232484,3.4263972
110P04866,4.0418936,4.4938172,1.3135474,3.4712993
110P04867,3.9409811,4.5142523,1.3164765,3.5090006
110P04868,3.8862061,4.5247627,1.312234,3.5629411
110P04869,3.8862061,4.5247627,1.312234,3.5629411
110P04870,4.2267249,4.6845823,1.293066,3.8317348
110P04871,4.2267249,4.6845823,1.293066,3.8317348
110P04872,4.2451453,4.4630775,1.321791,3.5134591
110P04873,3.9919856,4.3957404,2.2499266,3.6626776
110P04874,3.9919856,4.3957404,2.2499266,3.6626776
110P04875,3.998916,4.4790706,2.2299414,3.7049803
110P04876,3.998916,4.4790706,2.2299414,3.7049803
110P04877,3.998916,4.4790706,2.2299414,3.7049803
110P04878,4.0032392,4.534748,2.2264543,3.7277158
110P04879,3.9676663,4.3995144,2.2565479,3.6393913
110P04880,3.9676663,4.3995144,2.2565479,3.6393913
110P04881,3.9676663,4.3995144,2.2565479,3.6393913
110P04882,3.9676663,4.3995144,2.2565479,3.6393913
110P04883,3.9341047,4.4864328,2.2352685,3.680782
110P04884,6.6515429,6.8235281,3.1767785,5.6694433
110P04885,6.6577687,6.8999723,3.1747284,5.6959827
110P04886,6.5354016,6.9025295,3.1687276,5.6797661
110P04887,6.5925154,6.833906,3.1735761,5.6237105
110P04888,6.6137756,6.9348474,3.1734063,5.7535639
110P04889,6.5727787,6.9783937,3.1724765,5.7997692
110P04890,6.5730081,6.9783937,3.172186,5.7997584
110P04891,6.6457167,6.9603449,3.1677138,5.8314385
110P04892,10.8122724,11.9188174,7.051336,10.2602237
110P04893,10.8282246,11.9526544,7.0760152,10.2047004
110P04894,10.8512112,11.8861143,7.0878509,10.128795
110P04895,10.8723332,11.8660089,7.048102,10.1531862
110P04896,10.8717913,11.8562408,7.0439736,10.147449
110P04897,10.8820234,11.8871017,7.0608195,10.231629
110P04898,10.8742391,11.8588444,6.9981014,10.1984986
110P04899,9.3854493,12.5305951,9.6385933,10.8996636
110P04900,9.3814943,12.5412395,9.6508087,10.9070963
110P04901,9.2793673,12.5549004,9.6560897,10.8335659
110P04902,9.2765486,12.551147,9.6428994,10.8275873
110P04903,3.9272403,6.8412131,3.7145682,5.0444773
110P04904,3.8323697,6.8394012,3.6765164,4.9433379
110P04905,3.8340648,6.8388351,3.6833264,4.9454573
110P04906,3.8381123,6.8414564,3.6846213,4.9482654
110P04907,3.8381123,6.8416313,3.6846213,4.9483323
110P04908,4.0160841,6.8633859,3.6775682,5.1124961
110P04910,4.9318222,8.964937,3.2750966,5.9403054
110P04911,4.937271,8.9895028,3.2638024,5.9594739
110P04912,4.9252494,8.9743634,3.2854043,5.8964472
110P04913,5.0026613,8.8994004,3.3087065,6.0337392
110P04914,5.0094243,8.8997892,3.3087254,6.0339201
110P04915,5.0094243,8.8997892,3.3087254,6.0339201
110P04925,15.3016691,14.1793,12.1190746,13.9388605
110P04926,15.2205234,14.1850707,12.1845031,13.9726477
110P04944,3.8528885,4.3390359,1.3980008,3.3397239
110P04945,3.8528885,4.3390359,1.3980008,3.3397239
110P04946,3.8527267,4.3390359,1.3980008,3.3396726
110P04947,3.8462356,4.3340034,1.3957069,3.3349643
110P04948,3.7877833,4.3071493,1.389542,3.2037538
110P04949,3.7895071,4.3055513,1.3890266,3.2034417
110P04950,3.8007749,4.3056944,1.390257,3.2070578
110P04951,3.8007749,4.3056944,1.390257,3.2070578
110P04954,8.8286276,12.521275,9.2150835,10.3883319
110P04955,8.8286276,12.521275,9.2150835,10.3883319
110P04956,8.8374376,12.5537542,9.2663314,10.4182442
110P04957,8.8800848,12.5267613,9.1542655,10.2324056
110P04958,8.9086732,12.520264,9.1821465,10.2485683
110P05007,18.880197,21.970753,19.3121694,20.410274
110P05008,18.7413156,21.9663647,19.3541317,20.3545163
110P05009,18.7030959,21.9760243,19.3113504,20.3347404
110P05010,18.6397911,21.9790586,19.2519532,20.2731025
110P05011,16.6112065,20.4456482,17.5873222,18.5670699
110P05012,19.926028,21.7867106,18.8468578,20.4172445
110P05017,16.4888145,20.4666005,17.6932561,18.5059045
110P05018,16.4766436,20.4560272,17.6329134,18.4961155
110P05019,16.6015855,20.4723101,17.5910322,18.5776612
110P05020,16.5055498,20.4390617,17.4564318,18.4145113
110P05021,16.4864779,20.4003865,17.5290517,18.428905
110P05022,16.629365,20.3658649,17.3725326,18.3631167
110P05353,36.7452475,29.5545214,29.9323561,31.5058617
110P05354,36.7622408,29.5407497,29.9067969,31.4261978
110P05355,27.1293305,24.2873385,21.759843,24.2774236
110P05356,27.0320509,24.2950687,21.7564216,24.2485743
110P05357,26.9256086,24.3122396,21.7772047,24.2556427
110P05358,26.8098319,24.3143454,21.7957686,24.1846099
110P05359,26.8002074,24.2897158,21.6725293,24.0830635
110P05360,26.8856834,24.2106193,21.7181965,24.0172756
110P05361,27.1750521,24.1640267,21.7332453,23.9876907
110P05362,27.1847767,24.1650017,21.7476442,23.9932114
110P05363,27.1420253,24.1880444,21.8353692,24.0659065
110P05364,27.1724087,24.1906209,21.8919453,24.1582975
110P05365,27.1767495,24.1882429,21.8662838,24.1504681
110P05366,27.2903121,24.1977966,21.8568069,24.2068916
110P05367,27.3084941,24.2166866,21.8875495,24.2665266
110P05368,27.2924506,24.2092884,21.9003106,24.2270156
110P05369,24.1406673,23.0744333,18.0145357,21.8607017
110P05370,23.9418,23.0874076,17.9777666,21.8381077
110P05371,23.8041219,23.0992916,17.9696115,21.8511024
110P05372,23.7470338,23.101014,17.9573887,21.8752738
110P05373,23.9295599,23.0713455,17.8849571,21.8377712
110P05374,23.8906311,23.0535585,17.8856934,21.8016182
110P05375,23.8645603,23.1088377,17.9502774,21.8870001
110P05376,29.4321096,27.3420774,21.0783267,25.6619631
110P05377,29.4169844,27.3715302,21.0592164,25.7741301
110P05379,8.7760856,9.0786792,5.7307452,7.9851657
110P05380,8.9421419,9.1359207,5.7281818,8.0920101
110P05381,8.8649449,9.0696545,5.7439126,8.0120306
110P05382,15.4356009,14.0215042,12.0264442,13.7407041
110P05383,15.3816551,14.0537611,12.0127254,13.7805932
110P05390,15.2980557,14.0717164,11.9786181,13.8144729
110P05391,29.0079789,25.0223224,26.3245827,26.3309978
110P05392,29.0135203,25.0005133,26.3515847,26.3631422
110P05393,29.0966812,25.1597198,26.5612693,26.6280176
110P05394,28.9938191,25.0057078,26.3268881,26.3797864
110P05395,28.9740994,24.9983735,26.2762325,26.3660884
110P05396,24.9767873,26.832575,25.477815,25.9997441
110P05397,24.8344933,26.7528432,25.5266808,25.8946494
110P05398,24.8690803,26.8236028,25.483442,25.9578562
110P05399,24.9283548,26.8303688,25.4989343,25.983907
110P05400,24.8646079,26.8116282,25.4092597,25.9253877
110P05401,24.6005839,26.7748128,25.3563608,25.7505353
110P05402,24.6005839,26.7748128,25.3563608,25.7505353
110P05403,24.4073404,26.7114067,25.573529,25.8034761
110P05404,24.4159745,26.6997415,25.5851054,25.8035839
110P05405,20.0976085,21.9108812,19.0074799,20.6856497
110P05406,35.5328545,31.4094118,34.3073568,33.1426494
110P05407,35.5043568,31.4317275,34.2103305,33.089311
110P05408,35.5043568,31.4317275,34.2103305,33.089311
110P05409,35.5438804,31.3581129,34.1710687,33.0551562
110P05410,35.5567646,31.355035,34.2697336,33.0953068
110P05411,35.4781164,31.3574693,34.2338896,33.0641381
110P05412,36.4978731,29.4551739,29.892675,31.130942
110P05413,36.4978731,29.4551739,29.892675,31.130942
110P05415,22.0146846,18.698634,19.1285445,19.5497761
110P05416,22.0434832,18.6714451,19.1009917,19.5659449
110P05417,22.1168072,18.8461014,19.3710059,19.8575642
110P05419,22.048168,18.7152084,19.1944126,19.5881852
110P05420,22.0205211,18.7294682,19.2144311,19.5779603
110P05421,22.0373097,18.7375498,19.2277737,19.6226544
110P05422,22.111469,18.8427628,19.4277392,19.7321515
110P05423,8.7343398,9.9971373,6.9206924,8.8088778
110P05424,8.7341055,9.9931417,6.9203034,8.806779
110P05427,17.9269108,17.3843518,16.520244,17.2392486
110P05428,17.8661711,17.3935055,16.5103269,17.2606951
110P05429,17.8874011,17.4228747,16.6648132,17.3071008
110P05430,17.9085359,17.4232598,16.662637,17.3134012
110P05431,17.8885631,17.3921421,16.5604275,17.2647759
110P05432,17.9010322,17.3805055,16.5508961,17.2568891
110P05433,17.879591,17.3799008,16.5466153,17.2556067
110P05434,17.8956787,17.4196984,16.5902844,17.2954099
110P05435,17.881029,17.4385727,16.6049702,17.3131406
110P05436,17.861807,17.4378672,16.5973527,17.3072453
110P05437,17.8659768,17.4589689,16.6363823,17.3355676
110P05438,17.8374935,17.5110274,16.6699331,17.3759503
110P05439,12.009112,15.2235387,11.1312534,13.1111576
110P05440,11.8114889,15.2013411,11.1411842,12.9810592
110P05443,4.0332881,4.2772982,1.3853622,3.2154989
110P05444,4.0591368,4.3041531,1.3826479,3.2750641
110P05445,12.8678991,15.3892955,11.1868131,13.3731881
110P05446,12.8522482,15.4187325,11.1920395,13.4795341
110P05447,12.8270868,15.4335984,11.164816,13.4990302
110P05448,12.7525403,15.4792363,11.195925,13.495298
110P05449,12.7524823,15.4794129,11.1962581,13.4954418
110P05450,12.4759994,15.591508,11.2627101,13.4082123
110P05451,12.6346344,15.5835203,11.346786,13.4993832
110P05452,12.6162334,15.5984406,11.4092442,13.5167817
110P05453,12.5701401,15.5772498,11.4259663,13.464993
110P05454,12.5698226,15.5775653,11.4261298,13.4650749
110P05455,12.7050125,15.4585585,11.3757138,13.3094238
110P05456,12.7880663,15.5051034,11.4240183,13.5116255
110P05457,12.7869391,15.5047707,11.3872619,13.4982642
110P05458,12.7407895,15.5473452,11.3783299,13.5267245
110P05459,12.7411495,15.5473867,11.3778029,13.526651
110P05460,28.6524684,25.2988366,24.9217399,26.0324236
110P05461,28.2881577,25.1879169,24.8906863,25.723827
110P05463,21.530596,21.7193664,18.2298633,20.6189904
110P05464,21.4896635,21.7208677,18.1780746,20.6066705
110P05465,21.5672027,21.7020208,18.2062726,20.6135373
110P05466,21.6246206,21.7045519,18.2308076,20.6494053
110P05467,21.5715448,21.7020306,18.2393684,20.6231706
110P05468,21.4823376,21.7150426,18.1958552,20.599964
110P05469,21.5134969,21.6645349,18.1938787,20.5641944
110P05470,21.5085432,21.6762389,18.1867805,20.6054901
110P05471,21.7252308,21.6674411,18.2268742,20.6481712
110P05472,21.5905266,21.6776851,18.2161046,20.6198523
110P05473,21.6031441,21.671308,18.2029649,20.6256755
110P05474,21.6802445,21.6798596,18.2180635,20.6442581
110P05475,21.7564999,21.7228737,18.2393516,20.7424583
110P05476,21.7837691,21.7294362,18.2568421,20.7475951
110P05477,21.8156879,21.7233208,18.2485017,20.8144109
110P05478,21.7931838,21.7066875,18.2504188,20.8327244
110P05479,21.7807064,21.7151825,18.2850248,20.8564647
110P05480,21.7685269,21.7179137,18.2800671,20.8534271
110P05481,29.0006284,25.012261,26.3751763,26.3720589
110P05482,29.0217759,24.9646299,26.3505005,26.281116
110P05483,29.0015338,25.0113792,26.4011194,26.2802752
110P05484,28.976349,24.9671612,26.5323503,26.2884057
110P05485,28.9758555,24.9991236,26.4032467,26.3086922
110P05486,28.9929719,24.9162704,26.4560303,26.3264889
110P05487,28.9518719,24.9466436,26.3432995,26.1953491
110P05488,28.9530372,24.946711,26.3441132,26.1958653
110P05490,24.2225081,24.3813498,22.1289848,23.6833283
110P05491,24.1967926,24.4151231,22.1112685,23.7116744
110P05492,24.278004,24.4109095,22.1529929,23.7352403
110P05495,36.4736397,29.3923454,29.831047,31.0023333
110P05496,36.5472608,29.427988,29.9039611,31.0655384
110P05497,36.6624949,29.3997812,29.7657595,31.0648658
110P05498,36.6451158,29.4147399,29.7889002,31.1903723
110P05499,36.7446317,29.4372326,29.8332804,31.3595239
110P05500,36.9611794,29.4312929,29.77854,31.5344828
110P05503,20.8192093,17.7057374,12.2898922,16.5644927
110P05504,20.8487882,17.7404244,12.2907777,16.5871162
110P05506,31.4462249,25.3675288,29.0209722,27.7115265
110P05507,31.504447,25.4449736,29.0396497,27.7436202
110P05508,31.3188108,25.449901,29.0082272,27.7281846
110P05509,31.3188108,25.449901,29.0082272,27.7281846
110P05510,31.1930722,25.4389042,28.9888191,27.7175918
110P05511,31.1574393,25.2927281,29.1562303,27.6902044
110P05512,31.1772346,25.2957461,29.1548508,27.7231018
110P05513,31.2554697,25.3095063,29.1747868,27.6249394
110P05514,31.2554697,25.3095063,29.1747868,27.6249394
110P05517,35.2464974,31.9909981,35.8188319,33.724462
110P05518,35.1987437,32.0038392,35.7868416,33.7122406
110P05519,31.2632597,29.8629479,33.837092,31.2378011
110P05520,31.4505004,29.8325658,33.8178358,31.2644973
110P05521,31.4418644,29.9004086,33.8009339,31.2872618
110P05522,31.2734072,29.9270199,33.7799865,31.2772928
110P05529,26.8752243,23.0875962,23.086652,23.9062279
110P05530,26.8763648,23.0832689,23.0961563,23.912209
110P05531,26.8677073,23.0698393,23.3359865,23.9341186
110P05532,26.8944533,23.0499102,23.2093292,23.7981338
110P05533,26.8657116,23.0704647,23.0478212,23.9784901
110P05534,26.9079642,23.0567314,22.9116418,23.7926633
110P05535,26.883775,23.0826853,22.9828514,23.8164047
110P05536,26.908582,23.0743936,23.1271655,23.7976209
110P05537,26.9042399,23.0834006,23.170299,23.8330037
110P05538,26.914414,23.1334292,23.0473812,23.9427684
110P05539,26.870924,23.0988027,22.9819999,23.8830352
110P05540,26.8624783,23.1245685,22.9654234,24.0236481
110P05541,26.8894713,23.0668945,22.5775064,23.7661845
110P05542,26.9240391,23.0823826,22.4500531,23.7470816
110P10918,8.9653465,12.4630528,9.1181397,10.4617607
110P10919,8.9610951,12.4754666,9.1395806,10.4717862
110P10920,8.8479619,12.5022924,9.1746803,10.3759957
110P10921,8.8571316,12.4872141,9.1633066,10.3699198
110P15859,9.0284083,12.4217468,9.1266287,10.3982231
110P16029,9.2512564,12.5139259,9.2374143,10.7042742
110P16072,3.3492327,4.8337948,2.0958513,3.5774931
